Subject;IndAlpha_ReportedBefore;IndBeta_ReportedBefore;IndMu_ReportedBefore;SocAlpha_ReprotedBefore;SocBeta_ReportedBefore;SocMu_ReportedBefore;IndLL_ReportedBefore;SocLL_ReportedBefore;Agegroup;Sex;Age;OrderConditions;ResistanceToPeerInfluence;NeedForArousal;ARQ_Thrillseeking_Perception;ARQ_Rebellious_Perception;ARQ_Reckless_Perception;ARQ_Antisocial_Perception;ARQ_Thrillseeking_Behavior;ARQ_Rebellious_Behavior;ARQ_Reckless_Behavior;ARQ_Antisocial_Behavior;BISBAS_Drive;BISBAS_Funseeking;BISBAS_Reward;BISBAS_Bis;BIS11_Scale1;BIS11_Scale2;BIS11_Scale3;BIS11_Scale4;IRI_PerspectiveTaking;IQ_Plus;OthersFaceName;TryBestHowMuch;HowNiceTask;HowHardTask;HowMuchAttentiontoAmount;HowMuchAttentiontoAmbiguity;HowMuchAttentiontoRisk;HowMuchAttentiontoOther;GuessWhatsUnderAmbiguity1;GuessWhatsUnderAmbiguity2;GuessWhatsUnderAmbiguity3;Peer_Believe;Peer_Wise;Peer_Nice;Peer_Old;Peer_Smart;EducationallevelAdolescents;EducationallevelAdults;Occupation_mother;Occupation_father;School;VAR00001;Like_Sociometrics;Dislike_Sociometrics;Impact_Sociometrics;Pref_Sociometrics;ProbLike_Sociometrics;ProbDisl_Sociometrics;ProbImp_Sociometrics;ProbPref_Sociometrics;ZLike_Sociometrics;ZDislike_Sociometrics;ZImpact_Sociometrics;ZPref_Sociometrics;ZStatus_Sociometrics;PStat1_Sociometrics;GRDStat1_Sociometrics;NSymLike_Sociometrics;NSymDisl_Sociometrics
220;0.52;0.53;0.33;0.56;0.59;0.24;55.99;35.62;2;0;14.56;1;0.00;34.75;2;3;3;2;2;1;0;1;13.00;12.00;20.00;26.00;22;15;25;62;23;100.00;Kelly.jpg;8.00;5.00;3.00;9.00;7.00;7.00;3.00;2.00;1.00;1.00;6.00;4.00;8.00;2.00;6.00;2;#NULL!;informatie bij KPN;Kunstenaar;2.00;#NULL!;2;1;3;1;0.20520;0.24960;0.10590;0.42110;-0.947;-0.413;-1.256;-0.164;3;2;2;2;0
221;0.88;0.62;1.78;1.12;0.31;2.04;107.73;76.90;2;1;14.71;2;3.30;58.63;1;2;3;2;1;1;0;2;13.00;12.00;19.00;21.00;17;17;20;54;18;118.00;Jos.jpg;0.00;6.00;1.00;7.00;5.00;3.00;1.00;1.00;1.00;1.00;7.00;6.00;1.00;3.00;1.00;2;#NULL!;;Directeur ID college;2.00;#NULL!;4;1;5;3;0.63520;0.28220;0.44790;0.72660;0.286;-0.413;-0.251;0.409;2;2;2;3;0
222;0.47;0.41;0.39;0.47;0.24;0.40;76.08;81.03;2;0;15.84;1;3.20;50.38;2;3;3;1;1;2;0;1;11.00;11.00;17.00;19.00;24;19;26;69;25;112.00;Kelly.jpg;8.00;7.00;2.00;3.00;7.00;9.00;2.00;1.00;1.00;2.00;5.00;3.00;7.00;1.00;6.00;2;#NULL!;;werkt bij Revalidatiecentrum;2.00;#NULL!;3;6;9;-3;0.41390;0.99470;0.95470;0.02620;-0.330;1.730;1.758;-1.310;5;5;5;1;0
224;1.15;0.44;10.00;1.25;0.85;10.00;136.95;130.82;2;0;14.43;1;3.00;55.08;2;3;4;1;1;0;0;2;12.00;11.00;19.00;20.00;25;14;31;70;24;91.00;Amber.jpg;3.00;4.00;0.00;5.00;4.00;0.00;0.00;1.00;2.00;3.00;7.00;1.00;0.00;2.00;6.00;2;#NULL!;juf;?;2.00;#NULL!;6;1;7;5;0.91400;0.26500;0.78330;0.92760;1.520;-0.413;0.753;0.982;2;2;2;3;1
227;0.38;0.30;0.26;0.34;0.44;0.23;63.21;50.76;2;1;14.57;2;3.20;48.57;2;2;3;2;1;0;0;2;11.00;10.00;16.00;22.00;22;19;29;70;16;100.00;Christiaan;6.00;3.00;2.00;6.00;4.00;5.00;1.00;2.00;1.00;2.00;4.00;6.00;4.00;2.00;5.00;2;#NULL!;yoga lerarres;iets in de reclame;2.00;#NULL!;4;1;5;3;0.63520;0.28220;0.44790;0.72660;0.286;-0.413;-0.251;0.409;2;2;2;4;0
228;0.59;0.42;0.50;0.57;0.90;0.29;74.78;35.93;2;1;15.18;1;3.00;22.27;2;3;3;2;1;1;0;0;11.00;10.00;19.00;23.00;18;19;27;64;24;100.00;Sjoerd.jpg;6.00;6.00;3.00;7.00;6.00;9.00;0.00;1.00;1.00;2.00;5.00;3.00;3.00;2.00;3.00;2;#NULL!;boekhouding;postbode;2.00;#NULL!;0;5;5;-5;0.03240;0.97410;0.41170;0.00260;-2.181;1.301;-0.251;-1.883;5;5;5;0;0
229;0.52;0.20;0.41;0.57;0.10;0.23;73.20;38.97;2;0;14.28;2;3.20;46.88;1;2;2;1;2;0;0;1;9.00;11.00;17.00;18.00;18;15;25;58;22;103.00;Irene.jpg;6.00;6.00;3.00;5.00;7.00;6.00;4.00;2.00;1.00;3.00;3.00;3.00;5.00;2.00;4.00;3;#NULL!;doet de administratie bij een ontwerp bureau;fysiotherapeut;2.00;#NULL!;7;0;7;7;0.94740;0.34000;0.81270;0.97550;1.616;-0.853;1.073;1.434;1;2;2;5;0
230;0.52;-0.11;0.35;0.66;0.25;0.58;63.97;73.82;2;0;14.44;1;2.50;67.50;1;3;4;2;1;0;0;1;10.00;9.00;14.00;18.00;16;21;23;60;19;112.00;Jill.jpg;5.00;2.00;3.00;6.00;7.00;6.00;1.00;3.00;2.00;2.00;2.00;3.00;2.00;3.00;1.00;3;#NULL!;directeur van een school;manager;2.00;#NULL!;5;0;5;5;0.73350;0.37090;0.48060;0.85920;0.553;-0.853;-0.146;0.776;2;2;2;3;0
231;0.50;0.48;0.28;0.59;0.61;0.36;49.26;51.87;2;1;14.36;2;3.80;61.63;1;1;3;0;1;0;0;1;9.00;9.00;16.00;17.00;20;15;27;62;19;100.00;Jos.jpg;9.00;4.00;1.00;6.00;4.00;4.00;0.00;1.00;1.00;1.00;2.00;3.00;5.00;3.00;3.00;3;#NULL!;;marreschaussee;2.00;#NULL!;4;0;4;4;0.53830;0.34000;0.27250;0.74630;0.021;-0.853;-0.756;0.447;2;2;2;3;0
232;0.42;0.30;0.57;0.63;0.43;0.84;112.31;102.43;2;0;15.26;1;3.00;82.63;2;1;2;1;1;2;0;2;12.00;13.00;13.00;18.00;27;21;34;82;17;79.00;Jill.jpg;5.00;1.00;2.00;1.00;8.00;7.00;5.00;2.00;2.00;2.00;5.00;4.00;5.00;3.00;5.00;3;#NULL!;verpleegster;ict accounted manager;2.00;#NULL!;3;6;9;-3;0.32290;0.99980;0.97360;0.00290;-0.510;3.025;2.293;-1.855;5;5;5;2;1
233;0.62;0.73;0.45;0.51;0.51;0.37;58.68;64.55;2;1;14.48;2;3.00;29.63;2;3;3;3;1;0;0;1;7.00;9.00;13.00;24.00;23;21;28;72;22;76.00;Michel.jpg;8.00;7.00;2.00;7.00;8.00;9.00;4.00;1.00;2.00;1.00;4.00;4.00;8.00;2.00;6.00;3;#NULL!;Hulp in het huishouden bij mensen die het niet het zelf meer kunnen doen.;Hij werkt bij het ministerie van ecomomische zaken.;2.00;#NULL!;3;1;4;2;0.32290;0.42160;0.27920;0.40130;-0.510;-0.207;-0.756;-0.211;2;2;2;3;0
234;0.92;0.82;0.41;1.04;0.90;0.59;26.65;24.80;2;1;14.93;1;3.40;37.00;1;2;3;2;1;0;0;1;11.00;9.00;14.00;16.00;26;20;27;73;19;121.00;Florian.jp;8.00;8.00;2.00;9.00;9.00;9.00;0.00;1.00;1.00;1.00;0.00;3.00;2.00;1.00;3.00;3;#NULL!;;;2.00;#NULL!;3;3;6;0;0.32290;0.92200;0.67320;0.11490;-0.510;1.086;0.463;-0.868;2;2;2;1;0
235;0.41;0.23;0.21;0.48;0.38;0.20;50.02;38.19;2;0;14.46;2;2.40;38.63;2;3;4;1;2;1;0;2;8.00;9.00;17.00;19.00;16;16;23;55;23;109.00;Kelly.jpg;7.00;5.00;3.00;2.00;4.00;2.00;4.00;2.00;2.00;2.00;2.00;2.00;3.00;1.00;1.00;3;#NULL!;;;2.00;#NULL!;5;0;5;5;0.73350;0.35480;0.47210;0.86200;0.553;-0.853;-0.146;0.776;2;2;2;5;0
236;0.32;-0.01;0.10;0.28;-0.09;0.11;26.84;36.50;2;1;14.93;1;3.40;47.25;2;3;3;2;1;0;0;1;9.00;12.00;17.00;14.00;19;15;22;56;20;127.00;David.jpg;7.00;8.00;5.00;7.00;3.00;4.00;0.00;2.00;1.00;2.00;3.00;3.00;6.00;2.00;4.00;3;#NULL!;;;2.00;#NULL!;3;3;6;0;0.32290;0.91500;0.66530;0.12020;-0.510;1.086;0.463;-0.868;2;2;2;2;0
237;0.54;0.37;0.42;0.57;0.06;0.38;72.11;61.77;2;0;15.35;2;3.20;58.13;3;3;4;2;1;0;0;1;13.00;12.00;18.00;19.00;25;17;28;70;24;109.00;Isa.jpg;4.00;5.00;1.00;7.00;6.00;7.00;1.00;2.00;2.00;1.00;4.00;5.00;7.00;3.00;6.00;3;#NULL!;financi‘le dingen;patent, octrooibureau;2.00;#NULL!;4;0;4;4;0.53830;0.34000;0.27250;0.74630;0.021;-0.853;-0.756;0.447;2;2;2;3;0
238;0.72;0.63;0.92;0.78;0.47;1.29;93.99;103.53;2;0;15.04;1;3.10;43.38;1;3;3;2;1;0;0;2;15.00;13.00;20.00;19.00;22;17;19;58;21;127.00;Kelly.jpg;5.00;0.00;5.00;0.00;5.00;9.00;0.00;2.00;2.00;2.00;7.00;8.00;4.00;1.00;8.00;3;#NULL!;juf;ingineur;2.00;#NULL!;2;0;2;2;0.14560;0.38860;0.04820;0.38590;-1.042;-0.853;-1.975;-0.211;3;3;2;2;0
239;0.28;0.85;0.26;0.32;1.00;0.30;54.01;57.75;2;0;14.93;2;3.40;29.38;1;3;3;1;1;0;0;1;11.00;10.00;14.00;28.00;17;13;23;53;18;103.00;Irene.jpg;8.00;7.00;7.00;5.00;7.00;5.00;6.00;1.00;2.00;2.00;3.00;4.00;5.00;2.00;4.00;3;#NULL!;werkt in de plplitiek in het franse bestuur in Nederland;Werkt in Europees bedrijf,;2.00;#NULL!;0;3;3;-3;0.01860;0.93950;0.14380;0.00320;-2.105;1.086;-1.366;-1.855;5;2;5;0;1
240;0.41;0.47;0.24;0.45;0.50;0.20;48.74;37.02;2;0;14.81;1;3.40;55.25;2;2;3;1;2;1;2;1;10.00;9.00;14.00;16.00;18;15;30;63;19;100.00;Irene.jpg;6.00;4.00;1.00;2.00;4.00;6.00;1.00;1.00;2.00;1.00;2.00;0.00;2.00;2.00;2.00;3;#NULL!;huisvrouw;reclasseringswerker;2.00;#NULL!;6;1;7;5;0.87070;0.43490;0.82450;0.85920;1.084;-0.207;1.073;0.776;2;2;2;4;0
241;0.41;0.43;0.22;0.37;0.45;0.10;45.76;11.16;2;1;13.49;2;3.10;34.38;1;3;3;2;1;0;0;1;10.00;12.00;17.00;22.00;26;21;29;76;18;103.00;David.jpg;7.00;4.00;2.00;5.00;5.00;3.00;0.00;1.00;2.00;1.00;1.00;2.00;6.00;3.00;4.00;3;#NULL!;;;2.00;#NULL!;5;2;7;3;0.73350;0.73490;0.81870;0.58010;0.553;0.440;1.073;0.118;4;2;2;2;0
242;0.36;0.19;0.27;0.47;0.46;0.36;71.14;69.18;2;0;14.28;1;3.20;63.50;0;2;2;1;1;0;0;2;8.00;15.00;17.00;17.00;27;19;29;75;21;103.00;Moniek.jpg;7.00;4.00;1.00;6.00;7.00;6.00;5.00;1.00;3.00;2.00;2.00;3.00;7.00;1.00;4.00;3;#NULL!;in de marketing;;2.00;#NULL!;3;2;4;1;0.32290;0.72180;0.27250;0.24630;-0.510;0.440;-0.756;-0.540;2;2;2;2;0
245;0.98;0.71;1.22;1.25;0.72;1.85;70.43;57.67;2;0;14.32;2;2.90;46.63;1;2;3;1;1;1;0;1;13.00;12.00;18.00;18.00;17;16;27;60;24;112.00;Moniek.jpg;5.00;3.00;2.00;9.00;7.00;8.00;0.00;1.00;3.00;2.00;4.00;2.00;4.00;1.00;4.00;3;#NULL!;;Iets met verzekeringen;2.00;#NULL!;4;0;4;4;0.53830;0.38860;0.29340;0.73190;0.021;-0.853;-0.756;0.447;2;2;2;2;0
246;0.72;0.74;0.35;0.67;0.69;0.35;34.33;40.88;2;1;14.53;1;3.30;68.75;1;2;4;1;2;0;0;2;12.00;15.00;16.00;14.00;20;11;28;59;24;91.00;Sjoerd.jpg;9.00;7.00;2.00;0.00;9.00;6.00;0.00;1.00;1.00;1.00;8.00;4.00;5.00;3.00;4.00;3;#NULL!;directeur van een basisschool;gym docent;2.00;#NULL!;6;0;6;6;0.87070;0.35480;0.66530;0.93650;1.084;-0.853;0.463;1.105;1;2;2;2;0
247;0.39;0.10;0.27;0.47;0.35;0.36;67.94;72.77;2;0;14.76;2;2.90;50.13;2;3;3;1;1;0;0;2;14.00;11.00;15.00;18.00;21;13;20;54;17;103.00;Lotte.jpg;8.00;4.00;0.00;2.00;6.00;9.00;3.00;2.00;3.00;2.00;5.00;5.00;4.00;2.00;4.00;3;#NULL!;praktijk coach;iets met milieu bij de gemeente;2.00;#NULL!;8;0;8;8;0.98090;0.35480;0.91330;0.99100;2.147;-0.853;1.683;1.763;1;1;1;4;0
249;0.34;0.58;0.20;0.44;0.73;0.19;40.55;31.47;2;1;13.32;2;2.50;47.38;2;2;3;1;1;0;0;1;7.00;9.00;14.00;17.00;21;13;26;60;20;115.00;Sjoerd.jpg;9.00;7.00;6.00;7.00;9.00;8.00;5.00;1.00;1.00;2.00;2.00;3.00;5.00;3.00;2.00;3;#NULL!;ze werkt bij het CBS;;2.00;#NULL!;1;3;4;-2;0.04310;0.90740;0.27250;0.01840;-1.573;1.086;-0.756;-1.526;5;2;5;1;0
250;0.47;0.47;0.47;0.53;0.50;0.37;88.34;63.12;2;1;14.11;1;2.00;73.00;1;2;3;1;1;0;0;2;14.00;14.00;19.00;21.00;22;17;30;69;22;100.00;Joep.jpg;8.00;6.00;2.00;7.00;1.00;8.00;1.00;2.00;2.00;2.00;0.00;2.00;0.00;1.00;0.00;3;#NULL!;;algemeen directeur albert heijn;2.00;#NULL!;4;2;6;2;0.53830;0.78580;0.69610;0.37010;0.021;0.440;0.463;-0.211;2;2;2;4;0
251;0.52;0.48;0.37;0.47;0.55;0.25;64.64;44.55;2;0;14.16;2;3.10;32.00;1;3;4;2;0;0;0;0;8.00;9.00;15.00;21.00;19;14;28;61;20;118.00;Kim.jpg;8.00;4.00;0.00;2.00;0.00;2.00;0.00;1.00;2.00;2.00;0.00;0.00;3.00;3.00;2.00;3;#NULL!;leraar;technicus;2.00;#NULL!;3;1;4;2;0.28600;0.40900;0.24200;0.37500;-0.510;-0.207;-0.756;-0.211;2;2;2;0;0
301;0.76;0.84;0.52;0.87;0.93;0.41;47.08;28.95;3;1;17.24;2;3.00;60.25;1;2;3;1;1;1;0;1;11.00;10.00;14.00;15.00;24;18;33;75;20;139.00;Rutger.jpg;6.00;8.00;3.00;4.00;7.00;6.00;1.00;1.00;1.00;2.00;3.00;2.00;4.00;3.00;3.00;4;#NULL!;;planningsmanager;3.00;#NULL!;5;2;7;3;0.65730;0.48060;0.60590;0.63710;0.320;-0.084;0.230;0.259;2;2;2;3;0
304;0.56;0.36;0.31;0.63;0.45;0.41;49.78;54.58;3;1;18.23;1;3.90;60.38;1;1;2;1;1;4;1;2;12.00;12.00;16.00;10.00;23;15;26;64;22;85.00;Adam.jpg;7.00;6.00;4.00;2.00;5.00;5.00;3.00;1.00;1.00;1.00;3.00;3.00;5.00;1.00;4.00;4;#NULL!;;Timmerman;3.00;#NULL!;3;0;3;3;0.26970;0.14580;0.04970;0.64510;-0.533;-1.087;-1.348;0.259;3;3;2;3;0
306;0.86;0.71;0.37;0.64;0.43;0.42;29.78;54.92;3;1;17.39;1;2.90;49.63;0;0;1;1;1;4;1;3;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;106.00;Rutger.jpg;9.00;2.00;0.00;9.00;0.00;9.00;0.00;1.00;1.00;1.00;1.00;2.00;2.00;3.00;1.00;4;#NULL!;me moeder werkt in apotheek ze verkoopt pillen en ze doet pilatus lessen en masseren;die werkt bij schiphol beetje vergadere;3.00;#NULL!;6;5;11;1;0.82940;0.96100;0.98130;0.35400;0.746;1.422;1.808;-0.306;4;4;4;4;0
307;0.59;0.32;0.52;0.60;0.55;0.43;76.99;61.62;3;1;18.34;2;3.00;46.63;1;1;3;2;1;3;1;2;15.00;14.00;18.00;17.00;24;14;34;72;15;109.00;Rens.jpg;7.00;5.00;3.00;3.00;6.00;5.00;1.00;2.00;2.00;1.00;3.00;5.00;5.00;1.00;4.00;4;#NULL!;Secretarieel medewerker Jeugdgezondheidszorg;;3.00;#NULL!;10;1;11;9;0.99760;0.21370;0.98330;0.99710;2.452;-0.585;1.808;1.955;1;1;1;5;0
309;1.30;0.04;1.54;#NULL!;#NULL!;#NULL!;32.87;#NULL!;3;1;17.96;#NULL!;4.00;57.13;0;2;1;1;1;1;0;1;13.00;14.00;15.00;18.00;22;15;27;64;11;97.00;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;4;#NULL!;;;3.00;#NULL!;5;6;11;-1;0.67470;0.99120;0.98230;0.11550;0.320;1.924;1.808;-0.872;4;4;4;3;0
310;0.42;0.31;0.28;0.45;0.34;0.30;63.76;62.89;3;1;18.86;1;2.90;54.13;1;2;3;2;1;1;1;1;12.00;11.00;16.00;17.00;22;14;28;64;23;100.00;Arend.jpg;8.00;8.00;8.00;7.00;5.00;7.00;0.00;1.00;1.00;2.00;3.00;3.00;5.00;3.00;5.00;4;#NULL!;;;3.00;#NULL!;7;0;7;7;0.92430;0.16200;0.64580;0.97380;1.173;-1.087;0.230;1.390;1;2;2;5;0
311;0.44;0.25;0.26;0.45;0.37;0.20;56.76;40.93;3;1;18.93;2;3.30;47.75;2;4;3;3;2;1;1;0;12.00;9.00;18.00;13.00;18;10;21;49;23;97.00;ut.jpg;9.00;7.00;0.00;0.00;5.00;0.00;0.00;2.00;1.00;1.00;3.00;0.00;7.00;1.00;3.00;4;#NULL!;Administratie medewerker, Verpleegster;Handelaar, directeur van verschillende bedrijven;3.00;#NULL!;4;5;9;-1;0.47350;0.97460;0.90160;0.09850;-0.107;1.422;1.019;-0.872;2;5;5;3;2
314;0.57;0.00;0.64;0.63;-0.55;0.35;93.91;50.45;3;0;18.66;1;2.60;55.75;3;2;3;2;1;2;2;3;12.00;8.00;8.00;6.00;28;18;31;77;19;82.00;Feline.jpg;7.00;6.00;0.00;8.00;8.00;9.00;0.00;3.00;2.00;3.00;7.00;5.00;5.00;3.00;7.00;4;#NULL!;Bejaarden verzorgen;Vliegtuig inspecteur KLM;3.00;#NULL!;4;3;7;1;0.47350;0.72250;0.61400;0.34710;-0.107;0.418;0.230;-0.306;2;2;2;4;0
315;0.49;0.22;0.32;0.42;0.26;0.23;62.34;52.56;3;1;17.45;2;2.20;53.63;2;2;3;2;1;3;2;1;13.00;12.00;15.00;19.00;17;11;21;49;18;103.00;ut.jpg;7.00;5.00;4.00;3.00;4.00;6.00;0.00;2.00;2.00;1.00;3.00;3.00;4.00;1.00;2.00;4;#NULL!;administratief medewerkster;vrachtwagen chaffeur;3.00;#NULL!;4;5;9;-1;0.47350;0.97010;0.89430;0.10670;-0.107;1.422;1.019;-0.872;2;5;5;3;2
316;0.49;0.57;0.26;0.62;0.89;0.53;43.34;64.67;3;1;18.43;1;2.80;62.00;2;2;4;2;1;2;0;1;13.00;10.00;18.00;8.00;15;9;17;41;20;109.00;Rutger.jpg;8.00;5.00;2.00;0.00;8.00;0.00;0.00;1.00;1.00;1.00;5.00;4.00;3.00;3.00;4.00;4;#NULL!;Koninklijke Marechaussee;Supervisor Schipholgroep;3.00;#NULL!;8;0;8;8;0.97170;0.16200;0.79840;0.99030;1.599;-1.087;0.625;1.673;1;1;1;4;0
317;0.61;0.10;0.42;0.63;-0.16;0.41;60.94;54.53;3;0;17.65;2;3.70;49.63;2;3;3;2;1;2;1;2;9.00;14.00;19.00;15.00;26;11;22;59;27;100.00;Feline.jpg;7.00;5.00;0.00;0.00;7.00;0.00;0.00;2.00;2.00;2.00;5.00;5.00;7.00;2.00;4.00;4;#NULL!;onderwijs assistent;calculator;3.00;#NULL!;4;1;5;3;0.47350;0.22170;0.26660;0.64510;-0.107;-0.585;-0.559;0.259;2;2;2;3;1
318;0.40;0.39;0.32;0.42;0.31;0.23;72.52;51.39;3;1;17.96;1;3.60;51.88;1;1;2;1;1;2;1;2;13.00;14.00;19.00;16.00;22;17;30;69;19;112.00;Rens.jpg;9.00;6.00;2.00;3.00;1.00;3.00;0.00;1.00;2.00;2.00;2.00;2.00;6.00;2.00;2.00;4;#NULL!;;;3.00;#NULL!;6;1;7;5;0.82940;0.23940;0.64580;0.87340;0.746;-0.585;0.230;0.824;2;2;2;4;0
319;0.45;0.24;0.32;0.39;-0.06;0.21;68.04;54.65;3;0;18.07;2;3.20;56.63;2;2;4;2;1;2;1;1;13.00;10.00;16.00;19.00;21;20;35;76;16;97.00;Lynn.jpg;8.00;2.00;3.00;2.00;6.00;1.00;1.00;3.00;2.00;2.00;5.00;5.00;5.00;2.00;5.00;4;#NULL!;;service monteur;3.00;#NULL!;5;0;5;5;0.67470;0.12680;0.24730;0.88570;0.320;-1.087;-0.559;0.824;2;2;2;4;0
321;0.68;1.00;6.91;0.60;-0.52;3.77;162.69;158.12;3;0;18.62;2;2.40;39.88;3;4;4;3;0;0;0;1;14.00;11.00;17.00;24.00;19;16;25;60;26;91.00;Feline.jpg;6.00;8.00;8.00;7.00;7.00;4.00;7.00;2.00;3.00;2.00;7.00;7.00;6.00;1.00;6.00;4;#NULL!;Huisvrouw;Machine Operator;3.00;#NULL!;5;0;5;5;0.67470;0.13250;0.25350;0.88350;0.320;-1.087;-0.559;0.824;2;2;2;1;0
322;0.61;0.52;0.26;0.63;0.48;0.31;37.21;42.51;3;1;18.38;1;3.30;47.75;2;2;3;1;1;2;1;1;10.00;14.00;17.00;20.00;22;18;28;68;20;100.00;Rens.jpg;8.00;4.00;1.00;3.00;8.00;7.00;0.00;1.00;2.00;2.00;1.00;2.00;7.00;1.00;3.00;4;#NULL!;;ontwerpt boten (vrachtschepen);3.00;#NULL!;5;0;5;5;0.67470;0.14580;0.26660;0.87860;0.320;-1.087;-0.559;0.824;2;2;2;3;0
323;0.35;0.51;0.16;0.47;0.48;0.27;32.52;50.67;3;1;18.87;2;3.70;34.38;2;3;4;3;1;0;0;0;10.00;10.00;14.00;16.00;23;16;28;67;23;100.00;Rens.jpg;8.00;5.00;4.00;4.00;4.00;5.00;4.00;1.00;1.00;1.00;3.00;4.00;3.00;1.00;4.00;4;#NULL!;;;3.00;#NULL!;6;3;9;3;0.82940;0.73350;0.89030;0.65080;0.746;0.418;1.019;0.259;4;2;2;4;1
324;0.46;0.78;0.40;0.50;0.58;0.25;68.20;41.37;3;1;17.37;1;3.60;35.00;1;2;3;2;0;0;0;0;9.00;10.00;17.00;18.00;20;17;33;70;17;112.00;Rens.jpg;7.00;7.00;0.00;4.00;7.00;8.00;0.00;2.00;1.00;2.00;3.00;3.00;5.00;2.00;3.00;4;#NULL!;administratief medewerkster;grafisch ontwerper;3.00;#NULL!;0;4;4;-4;0.01310;0.88740;0.12240;0.00770;-1.812;0.920;-0.953;-1.720;5;2;5;0;0
328;0.28;-0.07;0.18;0.26;-0.09;0.10;58.72;30.31;3;0;19.00;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;Rowa.jpg;4.00;3.00;0.00;0.00;6.00;5.00;1.00;2.00;2.00;2.00;4.00;3.00;7.00;3.00;7.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
338;0.40;0.37;0.21;0.42;0.63;0.18;46.88;32.56;3;0;19.00;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;Hester.jpg;8.00;3.00;2.00;4.00;4.00;4.00;1.00;3.00;1.00;1.00;4.00;1.00;7.00;3.00;5.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
352;1.03;0.38;1.46;1.19;0.59;1.39;72.78;49.99;3;1;18.12;1;2.40;66.63;2;1;3;1;1;3;2;3;12.00;11.00;15.00;20.00;29;19;28;76;17;91.00;Marvin.jpg;5.00;1.00;0.00;0.00;5.00;4.00;0.00;1.00;2.00;1.00;3.00;3.00;5.00;3.00;2.00;4;#NULL!;Thuiszorg;Defensie;4.00;#NULL!;6;4;10;2;0.88990;0.78030;0.95550;0.65090;0.932;0.362;1.135;0.166;4;2;2;5;0
355;1.17;0.44;1.00;1.13;0.46;1.30;33.91;52.58;3;1;19.32;2;3.70;72.38;2;2;3;2;1;3;2;2;13.00;13.00;15.00;14.00;25;18;31;74;18;79.00;Marvin.jpg;8.00;6.00;1.00;9.00;1.00;5.00;1.00;2.00;2.00;2.00;9.00;7.00;9.00;2.00;9.00;4;#NULL!;Verpleegkundige;ingenieur;4.00;#NULL!;6;0;6;6;0.88990;0.05950;0.37040;0.97500;0.932;-0.783;-0.213;0.953;2;2;2;5;0
356;0.63;0.43;0.41;0.74;0.49;0.52;56.33;52.78;3;0;19.26;1;2.50;67.88;2;2;2;1;0;3;1;2;10.00;11.00;13.00;17.00;33;22;36;91;17;103.00;Judith.jpg;9.00;5.00;0.00;2.00;7.00;2.00;0.00;1.00;2.00;2.00;7.00;5.00;4.00;2.00;6.00;4;#NULL!;;;4.00;#NULL!;4;3;7;1;0.55440;0.62190;0.61530;0.46480;0.047;0.075;0.124;-0.031;2;2;2;3;2
358;1.60;0.94;10.00;1.12;-0.13;8.50;105.48;126.68;3;1;19.07;1;3.40;47.88;2;2;3;2;1;3;1;2;11.00;13.00;17.00;21.00;20;18;24;62;23;109.00;Adam.jpg;6.00;6.00;1.00;7.00;3.00;9.00;1.00;3.00;2.00;3.00;5.00;5.00;8.00;2.00;5.00;4;#NULL!;Hoofd opleiding zorg instelling pieter van foreest;administratief medewerker apotheek Haagsche ziekenhuizen;4.00;#NULL!;6;0;6;6;0.88990;0.05950;0.37040;0.97500;0.932;-0.783;-0.213;0.953;2;2;2;5;0
359;0.45;0.37;0.44;0.51;0.45;0.49;88.17;86.74;3;0;18.86;2;3.40;55.25;2;3;3;2;1;1;0;1;12.00;14.00;20.00;22.00;21;13;24;58;22;88.00;Iris.jpg;7.00;8.00;4.00;4.00;7.00;5.00;4.00;1.00;2.00;2.00;4.00;4.00;4.00;2.00;3.00;4;#NULL!;docent;ICT;4.00;#NULL!;4;0;4;4;0.55440;0.06320;0.08890;0.87550;0.047;-0.783;-0.887;0.559;2;2;2;1;0
